0,0.217896,0.207702
1,0.202419,0.199526
2,0.196487,0.195205
3,0.193069,0.192506
4,0.190438,0.189833
5,0.188285,0.188133
6,0.186818,0.186809
7,0.18569,0.185802
8,0.184729,0.184868
9,0.183846,0.184101
10,0.182925,0.182893
11,0.181712,0.181746
12,0.180726,0.181037
13,0.179899,0.180223
14,0.17913,0.179473
15,0.178026,0.178236
16,0.177235,0.177718
17,0.176945,0.17766
18,0.177055,0.178022
19,0.177432,0.17861
20,0.177787,0.178558
21,0.177936,0.178618
22,0.177821,0.178548
23,0.17749,0.177944
24,0.176961,0.177557
25,0.176544,0.176929
26,0.175989,0.176507
27,0.175511,0.176196
28,0.175089,0.175634
29,0.174662,0.175274
30,0.174297,0.175052
31,0.173868,0.174599
32,0.173506,0.174291
33,0.173112,0.173908
34,0.172725,0.173618
35,0.172408,0.173266
36,0.172064,0.172993
37,0.171749,0.172733
38,0.171508,0.172483
39,0.171319,0.172501
40,0.171108,0.172306
41,0.170962,0.172162
42,0.170809,0.172073
43,0.170695,0.17197
44,0.170553,0.171846
