0,2.80215,0.726784
1,0.669818,0.622938
2,0.595549,0.563655
3,0.54013,0.515685
4,0.502124,0.485453
5,0.475354,0.462195
6,0.453423,0.441762
7,0.433336,0.422604
8,0.414968,0.405357
9,0.398252,0.390418
10,0.384467,0.378801
11,0.374063,0.368734
12,0.364364,0.358719
13,0.354952,0.349639
14,0.345878,0.340985
15,0.337708,0.334835
16,0.33047,0.326979
17,0.323966,0.320594
18,0.318132,0.316136
19,0.312804,0.310735
20,0.308076,0.306563
21,0.304694,0.303171
22,0.301408,0.30027
23,0.298158,0.297076
24,0.294937,0.292914
25,0.291562,0.289946
26,0.288564,0.287398
27,0.285893,0.284971
28,0.283457,0.28218
29,0.281245,0.280414
