Epoch,J_train,J_test
0,2.74163,2.75516
1,2.4005,2.47497
2,2.15065,2.23501
3,1.91295,1.9293
4,1.587,1.64929
5,1.317,1.52649
6,1.17232,1.49502
7,1.10171,1.45718
8,1.04475,1.41446
9,0.981029,1.36217
10,0.914876,1.30906
11,0.85215,1.2576
12,0.794505,1.20943
13,0.745785,1.16755
14,0.70255,1.13043
15,0.66372,1.09965
16,0.630976,1.07174
17,0.602358,1.04701
18,0.575617,1.02613
19,0.552059,1.0083
20,0.531124,0.992764
21,0.511657,0.979711
22,0.493081,0.968217
23,0.476947,0.957662
24,0.461966,0.948602
