0,0.464897,0.314753
1,0.26218,0.229981
2,0.197642,0.180295
3,0.157316,0.147037
4,0.128861,0.122913
5,0.107668,0.104505
6,0.0920479,0.0913453
7,0.0804867,0.0807241
8,0.0719287,0.0734518
9,0.0655626,0.067654
10,0.0607793,0.0631643
11,0.0572865,0.0598069
12,0.0546722,0.0579127
13,0.0535421,0.057124
14,0.0544594,0.0601403
15,0.0584949,0.0638165
16,0.0620775,0.065235
17,0.0630432,0.0650249
18,0.0623578,0.0639241
19,0.0611534,0.062614
20,0.0599274,0.0614715
21,0.058723,0.0603038
22,0.0576629,0.0595599
23,0.0567093,0.0583784
24,0.0558684,0.0577497
25,0.0550539,0.0575015
26,0.0544195,0.0562995
27,0.0536826,0.0556807
28,0.0530595,0.0550437
29,0.0525515,0.0544136
