0,0.777607,0.592884
1,0.550758,0.516102
2,0.491521,0.46875
3,0.451314,0.435099
4,0.421512,0.409752
5,0.399086,0.390011
6,0.380971,0.373626
7,0.36537,0.359083
8,0.35147,0.345853
9,0.339276,0.334887
10,0.328698,0.324649
11,0.31928,0.315748
12,0.31069,0.30754
13,0.302716,0.299891
14,0.295272,0.292689
15,0.288315,0.285947
16,0.281853,0.279905
17,0.275905,0.274274
18,0.270393,0.268928
19,0.26528,0.26394
20,0.260537,0.259469
21,0.256087,0.255255
22,0.251947,0.251294
23,0.248057,0.24759
24,0.244407,0.243916
25,0.240961,0.240661
26,0.237724,0.237488
27,0.234612,0.234442
28,0.231663,0.231562
29,0.228852,0.228966
