0,1.0512,1.0165
1,1.05635,1.09216
2,1.02434,0.95188
3,0.869421,0.809309
4,0.761182,0.733159
5,0.703034,0.68892
6,0.66733,0.660876
7,0.642897,0.639154
8,0.62313,0.620206
9,0.605713,0.603551
10,0.589607,0.587538
11,0.573555,0.571008
12,0.557043,0.554888
13,0.540663,0.538365
14,0.524618,0.523093
15,0.50942,0.508431
16,0.495028,0.494598
17,0.481136,0.481035
18,0.468117,0.468743
19,0.455904,0.457317
20,0.444584,0.446432
21,0.434211,0.436399
22,0.424007,0.427319
23,0.414826,0.418254
24,0.405714,0.409406
25,0.397013,0.40141
26,0.389062,0.393865
27,0.381157,0.38577
28,0.37301,0.378292
29,0.36568,0.37154
