Epoch,J_train,J_test
0,2.73836,2.77229
1,2.38208,2.49181
2,2.1477,2.24627
3,1.89916,1.9353
4,1.59108,1.6509
5,1.32,1.53734
6,1.18594,1.51239
7,1.12219,1.46955
8,1.05485,1.41932
9,0.986419,1.36738
10,0.917001,1.31266
11,0.852114,1.26229
12,0.796364,1.21582
13,0.745823,1.17562
14,0.703567,1.14001
15,0.66566,1.10838
16,0.632025,1.07992
17,0.601977,1.05505
18,0.575424,1.03418
19,0.551833,1.01697
20,0.529269,1.00197
21,0.510373,0.987592
22,0.49223,0.975264
23,0.476377,0.964692
24,0.461728,0.956213
