0,0.325237,0.258499
1,0.246504,0.242081
2,0.235425,0.2347
3,0.230235,0.231106
4,0.226955,0.228755
5,0.225029,0.227389
6,0.22354,0.225627
7,0.221907,0.224662
8,0.220983,0.223724
9,0.220209,0.223645
10,0.219388,0.223075
11,0.218811,0.222907
12,0.218137,0.222177
13,0.217669,0.222725
14,0.217131,0.222142
15,0.216565,0.221673
16,0.216217,0.221219
17,0.21589,0.220674
18,0.215512,0.220979
19,0.215187,0.220715
20,0.21498,0.220574
21,0.214586,0.220476
22,0.214401,0.220088
23,0.214047,0.22062
24,0.213761,0.220386
25,0.213484,0.220288
26,0.213488,0.220035
27,0.213203,0.220408
28,0.213061,0.219706
29,0.212892,0.22009
30,0.212693,0.219992
31,0.212792,0.21994
32,0.212441,0.221578
33,0.212343,0.21971
34,0.212207,0.219601
35,0.212218,0.219869
36,0.212085,0.219437
37,0.211922,0.219608
38,0.21189,0.21998
39,0.211698,0.220028
