0,0.422401,0.275121,0.301418,0.236778,0.447821,0.379444,0.559404,0.495635
1,0.274251,0.267291,,,,,,
2,0.257297,0.243637,,,,,,
3,0.25996,0.268913,,,,,,
4,0.270991,0.251416,,,,,,
5,0.288605,0.267875,,,,,,
6,0.2988,0.225815,,,,,,
7,0.339887,0.278867,,,,,,
8,0.356103,0.207556,,,,,,
9,0.293234,0.183768,,,,,,
10,0.323524,0.163553,,,,,,
11,0.295304,0.154667,,,,,,
12,0.217954,0.203632,,,,,,
13,0.407362,0.192077,,,,,,
14,0.21129,0.262416,,,,,,
15,0.318878,0.309741,,,,,,
16,0.291359,0.170321,,,,,,
17,0.291146,0.147593,,,,,,
18,0.294017,0.772721,,,,,,
19,0.188426,0.193652,,,,,,
20,0.273695,0.154736,,,,,,
21,0.270411,0.282894,,,,,,
22,0.39698,0.296414,,,,,,
23,0.186595,0.237157,,,,,,
24,0.366305,0.16817,,,,,,
25,0.20127,1.03962,,,,,,
26,0.282368,0.693968,,,,,,
27,0.357649,0.178723,,,,,,
28,0.207393,0.143637,,,,,,
29,0.279026,0.371172,,,,,,
2,,,0.217598,0.218,,,,
3,,,0.213809,0.215262,,,,
4,,,0.21138,0.214199,,,,
5,,,0.209998,0.214186,,,,
6,,,0.208648,0.2121,,,,
7,,,0.207737,0.212471,,,,
8,,,0.207119,0.210541,,,,
9,,,0.206394,0.210512,,,,
10,,,0.205901,0.209689,,,,
11,,,0.205185,0.209105,,,,
12,,,0.203951,0.20851,,,,
13,,,0.20358,0.208048,,,,
14,,,0.203128,0.208321,,,,
15,,,0.202748,0.207812,,,,
16,,,0.20241,0.207966,,,,
17,,,0.202187,0.207603,,,,
18,,,0.20181,0.207636,,,,
19,,,0.201567,0.207827,,,,
20,,,0.201312,0.207053,,,,
21,,,0.20101,0.208341,,,,
22,,,0.200751,0.20703,,,,
23,,,0.200593,0.206861,,,,
24,,,0.200341,0.206643,,,,
25,,,0.200099,0.207803,,,,
26,,,0.199976,0.207371,,,,
27,,,0.199793,0.206852,,,,
28,,,0.199815,0.206802,,,,
29,,,0.199771,0.206537,,,,
2,,,,,0.343443,0.342245,,
3,,,,,0.33544,0.336485,,
4,,,,,0.329619,0.33066,,
5,,,,,0.325779,0.328667,,
6,,,,,0.323586,0.325874,,
7,,,,,0.321781,0.32516,,
8,,,,,0.319382,0.322213,,
9,,,,,0.3173,0.321248,,
10,,,,,0.316185,0.320078,,
11,,,,,0.31506,0.318919,,
12,,,,,0.314489,0.319671,,
13,,,,,0.313453,0.318034,,
14,,,,,0.312622,0.317813,,
15,,,,,0.311772,0.315804,,
16,,,,,0.310894,0.315684,,
17,,,,,0.310276,0.315138,,
18,,,,,0.309725,0.31421,,
19,,,,,0.309541,0.314404,,
20,,,,,0.309171,0.313613,,
21,,,,,0.308648,0.31348,,
22,,,,,0.308477,0.312756,,
23,,,,,0.307983,0.312577,,
24,,,,,0.307901,0.31259,,
25,,,,,0.307717,0.312572,,
26,,,,,0.307407,0.312431,,
27,,,,,0.307262,0.31141,,
28,,,,,0.307097,0.311868,,
29,,,,,0.306937,0.31166,,
2,,,,,,,0.453832,0.451297
3,,,,,,,0.446746,0.446401
4,,,,,,,0.442291,0.443469
5,,,,,,,0.439108,0.440577
6,,,,,,,0.436654,0.438796
7,,,,,,,0.434766,0.436131
8,,,,,,,0.433324,0.434726
9,,,,,,,0.431984,0.43347
10,,,,,,,0.430172,0.43242
11,,,,,,,0.428919,0.431974
12,,,,,,,0.427706,0.429903
13,,,,,,,0.426797,0.429878
14,,,,,,,0.425774,0.427413
15,,,,,,,0.424927,0.427098
16,,,,,,,0.424533,0.426925
17,,,,,,,0.42363,0.425841
18,,,,,,,0.423152,0.426081
19,,,,,,,0.42285,0.425311
20,,,,,,,0.422469,0.425893
21,,,,,,,0.421947,0.426211
22,,,,,,,0.42165,0.424177
23,,,,,,,0.42138,0.424774
24,,,,,,,0.421104,0.423057
25,,,,,,,0.420771,0.424255
26,,,,,,,0.420715,0.422735
27,,,,,,,0.420217,0.423544
28,,,,,,,0.420052,0.422185
29,,,,,,,0.41994,0.4229
