1,0.263294,0.228618
2,0.198808,0.182348
3,0.158046,0.147828
4,0.129253,0.12381
5,0.108196,0.105523
6,0.0924834,0.0919477
7,0.0809922,0.0815073
8,0.0724913,0.0741495
9,0.0658847,0.0679728
10,0.0610071,0.0635259
11,0.0573783,0.0600044
12,0.0547057,0.0576038
13,0.0530051,0.0566675
14,0.0532384,0.0575295
15,0.0560986,0.0610354
16,0.0599316,0.0645701
17,0.0624943,0.065331
18,0.0625448,0.064246
19,0.061488,0.0631303
20,0.0603025,0.0620695
21,0.0591098,0.0606997
22,0.0580341,0.059647
23,0.0570846,0.058729
24,0.0561495,0.0578071
25,0.0552409,0.0569205
26,0.0543973,0.0567555
27,0.0537034,0.0557715
28,0.0530631,0.0550312
29,0.0525133,0.054357
1,0.207385,0.189405
2,0.17483,0.164652
3,0.154919,0.148737
4,0.141132,0.137206
5,0.13087,0.128331
6,0.122947,0.121288
7,0.116584,0.115614
8,0.111353,0.110959
9,0.1069,0.106905
10,0.103104,0.103524
11,0.0998114,0.100324
12,0.097006,0.0977883
13,0.0945674,0.0958106
14,0.0924182,0.0934749
15,0.0904654,0.0918004
16,0.0886754,0.0899719
17,0.087044,0.0884881
18,0.0854785,0.0869335
19,0.084095,0.0856377
20,0.0828239,0.0845736
21,0.0816511,0.0836189
22,0.0805608,0.0822978
23,0.0795412,0.0814287
24,0.0785648,0.0806699
25,0.0776584,0.0797326
26,0.0767689,0.0787974
27,0.0760419,0.0779793
28,0.0753133,0.0774784
29,0.074673,0.0770006
1,0.479723,0.447787
2,0.429275,0.413309
3,0.400693,0.389294
4,0.37946,0.370377
5,0.361638,0.353662
6,0.346406,0.339992
7,0.333778,0.328415
8,0.322905,0.318124
9,0.313119,0.30919
10,0.304506,0.300976
11,0.296234,0.293195
12,0.289152,0.2867
13,0.282886,0.280551
14,0.276858,0.274576
15,0.270976,0.268726
16,0.265098,0.263082
17,0.259745,0.258009
18,0.254644,0.253099
19,0.249905,0.248725
20,0.245658,0.24445
21,0.241434,0.240032
22,0.237135,0.235755
23,0.233254,0.23221
24,0.229617,0.229075
25,0.22627,0.225675
26,0.223208,0.222652
27,0.220314,0.219822
28,0.217486,0.216956
29,0.214864,0.214458
