0,0.400477,0.192466,0.363827,0.238064,0.475069,0.361776,0.837753,0.539062
1,0.157793,0.135057,,,,,,
2,0.118468,0.109173,,,,,,
3,0.0967588,0.0913667,,,,,,
4,0.0815388,0.080261,,,,,,
5,0.0708529,0.070168,,,,,,
6,0.0625706,0.0625506,,,,,,
7,0.055622,0.0554188,,,,,,
8,0.0495301,0.0524184,,,,,,
9,0.044659,0.0452194,,,,,,
10,0.0387007,0.0403827,,,,,,
11,0.0361055,0.0379156,,,,,,
12,0.0336646,0.0351766,,,,,,
13,0.0313432,0.0332879,,,,,,
14,0.0293484,0.0312448,,,,,,
15,0.0273533,0.0290152,,,,,,
16,0.0257353,0.0274395,,,,,,
17,0.0238514,0.0258038,,,,,,
18,0.022355,0.0240232,,,,,,
19,0.0210839,0.023447,,,,,,
20,0.0190311,0.0209631,,,,,,
21,0.0183039,0.0203382,,,,,,
22,0.017705,0.0194169,,,,,,
23,0.0169875,0.0188769,,,,,,
24,0.0163043,0.0180632,,,,,,
25,0.0156701,0.0175442,,,,,,
26,0.0151241,0.0166242,,,,,,
27,0.0147119,0.0162818,,,,,,
28,0.0140683,0.0159986,,,,,,
29,0.0136025,0.015255,,,,,,
2,,,0.154417,0.140193,,,,
3,,,0.128338,0.12171,,,,
4,,,0.114337,0.110672,,,,
5,,,0.105026,0.102768,,,,
6,,,0.0980477,0.0966723,,,,
7,,,0.09252,0.0918395,,,,
8,,,0.0879751,0.0876798,,,,
9,,,0.0841589,0.0841588,,,,
10,,,0.0812201,0.0818918,,,,
11,,,0.0791941,0.0799182,,,,
12,,,0.0772805,0.0781434,,,,
13,,,0.0754276,0.0763816,,,,
14,,,0.0737214,0.0746826,,,,
15,,,0.0721252,0.0731699,,,,
16,,,0.0706567,0.0717335,,,,
17,,,0.0692547,0.0704658,,,,
18,,,0.0679545,0.0691205,,,,
19,,,0.0667477,0.0679483,,,,
20,,,0.0656765,0.0671453,,,,
21,,,0.0649414,0.0664108,,,,
22,,,0.0642105,0.0657462,,,,
23,,,0.0634903,0.0649717,,,,
24,,,0.0627881,0.0643254,,,,
25,,,0.0621067,0.0636232,,,,
26,,,0.0614317,0.0630193,,,,
27,,,0.0607807,0.062364,,,,
28,,,0.0601593,0.0617084,,,,
29,,,0.0595724,0.0611635,,,,
2,,,,,0.30244,0.290449,,
3,,,,,0.278212,0.268353,,
4,,,,,0.257628,0.249944,,
5,,,,,0.240085,0.233347,,
6,,,,,0.224504,0.218829,,
7,,,,,0.211341,0.207066,,
8,,,,,0.200268,0.196734,,
9,,,,,0.189818,0.186619,,
10,,,,,0.181508,0.180095,,
11,,,,,0.175389,0.173954,,
12,,,,,0.169472,0.168181,,
13,,,,,0.163767,0.162591,,
14,,,,,0.158515,0.157588,,
15,,,,,0.153563,0.152578,,
16,,,,,0.148657,0.147785,,
17,,,,,0.143571,0.142412,,
18,,,,,0.138113,0.136456,,
19,,,,,0.132452,0.131005,,
20,,,,,0.12793,0.127758,,
21,,,,,0.125351,0.125495,,
22,,,,,0.123173,0.123326,,
23,,,,,0.121059,0.121474,,
24,,,,,0.11914,0.11964,,
25,,,,,0.117521,0.118071,,
26,,,,,0.11607,0.116707,,
27,,,,,0.11476,0.115502,,
28,,,,,0.113505,0.114301,,
29,,,,,0.11225,0.113044,,
2,,,,,,,0.445526,0.427334
3,,,,,,,0.414675,0.401474
4,,,,,,,0.390645,0.379504
5,,,,,,,0.369197,0.359411
6,,,,,,,0.350948,0.342663
7,,,,,,,0.335045,0.327884
8,,,,,,,0.320923,0.314597
9,,,,,,,0.307463,0.300831
10,,,,,,,0.295214,0.290732
11,,,,,,,0.285513,0.281442
12,,,,,,,0.275727,0.270789
13,,,,,,,0.264267,0.258612
14,,,,,,,0.251027,0.244469
15,,,,,,,0.235979,0.228784
16,,,,,,,0.222133,0.218004
17,,,,,,,0.213432,0.21106
18,,,,,,,0.207275,0.205651
19,,,,,,,0.202331,0.201
20,,,,,,,0.198519,0.198067
21,,,,,,,0.195803,0.195615
22,,,,,,,0.19323,0.192991
23,,,,,,,0.190808,0.190641
24,,,,,,,0.188506,0.188584
25,,,,,,,0.186355,0.186457
26,,,,,,,0.184302,0.184422
27,,,,,,,0.182377,0.18255
28,,,,,,,0.18052,0.180578
29,,,,,,,0.178535,0.178595
