Epoch,J_train,J_test
0,2.73075,2.74035
1,2.38464,2.46782
2,2.14176,2.23166
3,1.89992,1.9328
4,1.59387,1.6615
5,1.31798,1.54821
6,1.17584,1.51588
7,1.10924,1.47627
8,1.0449,1.43395
9,0.979484,1.38545
10,0.91527,1.33521
11,0.85173,1.28662
12,0.795566,1.23914
13,0.744612,1.19611
14,0.702592,1.15624
15,0.662717,1.12328
16,0.630036,1.09535
17,0.599348,1.07087
18,0.572872,1.04932
19,0.54886,1.03228
20,0.527929,1.01726
21,0.508512,1.00386
22,0.490625,0.992005
23,0.475139,0.982191
24,0.460121,0.973303
